category,sku_tier,weight_oz,supplier_tier,region,quantity,moq,lead_time_days,days_since_last_buy,last_unit_price,supplier_ask,fair_unit_price
hoodie,basic,7.0,standard,US,1454,200,11,266,13.26,13.85,13.16
hoodie,mid,8.5,premium,CN,711,169,16,164,20.52,22.93,19.97
hoodie,premium,10.0,budget,CN,616,105,41,40,23.63,25.79,24.12
hoodie,mid,8.5,premium,MX,1923,200,19,162,22.16,22.84,20.74
hoodie,basic,7.0,budget,MX,737,92,28,134,10.39,11.52,10.15
hoodie,premium,10.0,budget,CN,1544,200,27,157,21.99,28.17,23.08
hoodie,basic,7.0,standard,CN,1276,200,10,282,11.52,13.22,11.28
hoodie,mid,8.5,standard,CN,1496,200,29,271,18.25,22.0,18.4
hoodie,basic,7.0,standard,US,944,155,37,147,13.49,16.28,12.9
hoodie,mid,8.5,standard,CN,143,28,26,123,18.97,20.98,18.92
hoodie,premium,10.0,premium,MX,1106,127,35,281,33.66,39.84,31.65
hoodie,mid,8.5,budget,US,675,65,39,68,21.64,23.56,20.13
hoodie,mid,8.5,premium,MX,560,69,13,322,21.62,25.96,20.82
hoodie,mid,8.5,standard,CN,170,30,43,329,18.43,19.66,18.3
hoodie,premium,10.0,standard,CN,1516,200,30,327,25.24,27.62,25.89
hoodie,mid,8.5,premium,CN,743,104,30,118,21.34,23.52,21.36
hoodie,mid,8.5,budget,CN,663,140,24,69,16.59,19.87,16.38
hoodie,mid,8.5,standard,CN,170,30,20,232,18.64,22.14,18.21
hoodie,basic,7.0,standard,US,1608,200,44,150,13.97,15.01,13.0
hoodie,mid,8.5,premium,CN,1561,155,38,28,21.68,24.29,20.48
hoodie,mid,8.5,standard,US,1454,140,20,340,20.47,24.09,20.39
hoodie,basic,7.0,standard,US,371,54,33,38,14.21,16.57,13.81
hoodie,basic,7.0,budget,US,28,12,36,42,12.38,14.37,12.66
hoodie,mid,8.5,standard,US,805,159,11,292,20.78,23.12,20.9
hoodie,mid,8.5,budget,MX,152,32,13,17,18.44,19.02,17.6
hoodie,basic,7.0,standard,US,1171,200,9,177,13.61,13.51,12.65
hoodie,premium,10.0,standard,CN,164,32,43,114,27.93,28.77,26.74
hoodie,mid,8.5,premium,US,918,158,37,47,23.52,25.4,23.77
hoodie,mid,8.5,standard,US,896,85,18,300,19.49,21.62,20.1
hoodie,basic,7.0,standard,CN,1892,200,44,182,10.66,11.71,11.0
hoodie,premium,10.0,budget,MX,1628,132,27,143,26.04,29.37,24.75
hoodie,basic,7.0,budget,CN,346,66,17,56,10.63,12.34,9.94
hoodie,basic,7.0,standard,CN,703,132,29,330,10.66,13.7,10.74
hoodie,basic,7.0,budget,US,540,97,15,228,11.51,13.8,11.93
hoodie,basic,7.0,standard,US,1044,200,19,92,12.14,13.65,12.75
hoodie,basic,7.0,premium,CN,291,15,13,282,12.77,13.47,12.09
hoodie,mid,8.5,budget,CN,1070,200,42,19,16.31,17.79,16.72
hoodie,premium,10.0,premium,MX,1278,174,9,310,28.84,31.65,27.51
hoodie,mid,8.5,budget,MX,345,82,45,236,17.92,21.53,18.09
hoodie,basic,7.0,premium,MX,110,12,38,76,13.32,14.88,13.42
hoodie,mid,8.5,standard,US,1053,200,26,222,23.21,29.13,22.98
hoodie,basic,7.0,premium,US,1321,184,29,115,13.19,16.78,13.49
hoodie,mid,8.5,premium,CN,1601,148,18,253,19.96,22.31,19.85
hoodie,mid,8.5,standard,CN,617,46,26,318,17.6,21.24,17.78
hoodie,mid,8.5,budget,CN,1519,85,8,93,17.2,17.9,16.22
hoodie,basic,7.0,standard,MX,1852,200,25,197,11.74,15.39,12.07
hoodie,basic,7.0,budget,US,1641,200,22,125,12.84,15.81,12.79
hoodie,premium,10.0,standard,CN,1097,186,33,200,27.3,27.73,25.58
hoodie,basic,7.0,standard,US,477,104,42,14,12.67,15.47,12.93
hoodie,mid,8.5,budget,CN,1277,83,30,358,16.12,17.43,16.28
hoodie,premium,10.0,standard,US,1606,200,31,92,29.16,34.85,29.28
hoodie,basic,7.0,budget,US,758,120,32,186,12.63,13.65,11.84
hoodie,mid,8.5,budget,US,1841,200,45,84,18.63,18.82,17.67
hoodie,mid,8.5,standard,CN,1723,118,8,343,16.44,19.9,17.22
hoodie,basic,7.0,standard,US,1412,176,32,303,13.37,15.18,13.26
hoodie,basic,7.0,budget,MX,1321,200,31,115,11.21,12.3,11.16
hoodie,mid,8.5,budget,US,529,34,10,248,18.33,20.12,17.26
hoodie,premium,10.0,premium,CN,185,19,24,109,29.79,37.52,30.44
hoodie,mid,8.5,premium,MX,1521,192,14,158,20.41,22.03,20.09
hoodie,premium,10.0,standard,CN,1552,97,38,167,27.53,30.07,26.8
hoodie,basic,7.0,budget,US,1115,119,37,146,12.8,13.59,12.16
hoodie,premium,10.0,budget,CN,1065,200,37,96,24.43,26.93,22.86
hoodie,mid,8.5,budget,CN,1920,200,28,190,15.8,19.88,16.57
hoodie,basic,7.0,budget,CN,44,12,44,326,11.81,13.68,11.68
hoodie,mid,8.5,standard,CN,1183,200,9,191,18.82,20.77,18.26
hoodie,premium,10.0,premium,CN,907,153,20,135,31.03,31.23,29.69
hoodie,mid,8.5,standard,CN,286,51,29,114,17.75,18.26,16.72
hoodie,mid,8.5,standard,CN,447,62,38,356,18.79,21.94,19.36
hoodie,mid,8.5,standard,US,90,12,13,73,21.89,25.57,21.99
hoodie,mid,8.5,standard,CN,426,56,25,302,18.4,20.52,18.3
hoodie,basic,7.0,standard,US,1146,166,36,49,14.14,16.51,13.17
hoodie,basic,7.0,premium,MX,1395,200,44,56,13.97,17.8,14.17
hoodie,mid,8.5,budget,CN,912,74,37,123,16.45,17.13,15.63
hoodie,mid,8.5,premium,CN,906,60,16,14,18.48,21.57,18.39
hoodie,mid,8.5,standard,US,625,50,37,260,19.25,22.18,19.43
hoodie,basic,7.0,budget,CN,1444,200,29,32,10.13,11.68,9.75
hoodie,premium,10.0,standard,CN,1776,200,40,182,26.52,28.73,26.9
hoodie,basic,7.0,standard,US,445,31,12,58,12.88,16.52,12.99
hoodie,basic,7.0,standard,CN,281,19,9,215,11.08,11.26,10.7
hoodie,basic,7.0,premium,CN,536,45,30,76,13.56,15.03,13.09
hoodie,basic,7.0,budget,CN,1448,200,35,137,10.2,11.54,10.03
hoodie,mid,8.5,budget,MX,617,114,24,171,17.43,20.74,16.86
hoodie,mid,8.5,standard,US,948,187,37,162,21.96,25.9,20.61
hoodie,mid,8.5,standard,US,1645,196,13,270,18.87,22.01,19.4
hoodie,premium,10.0,premium,US,521,99,19,34,35.34,39.09,33.8
hoodie,mid,8.5,standard,CN,1816,111,10,109,18.15,19.79,17.39
hoodie,basic,7.0,premium,CN,1203,200,29,23,12.54,13.64,12.58
hoodie,basic,7.0,budget,MX,1075,186,30,191,11.15,11.78,10.63
hoodie,basic,7.0,budget,US,1477,150,18,358,11.61,13.91,11.19
hoodie,basic,7.0,standard,CN,605,92,20,176,10.83,12.14,11.39
hoodie,mid,8.5,budget,CN,1871,200,13,212,15.69,18.12,15.4
hoodie,mid,8.5,standard,US,1216,200,16,258,22.05,24.63,20.9
hoodie,premium,10.0,premium,US,1119,162,45,79,34.4,37.14,34.63
hoodie,mid,8.5,budget,US,1534,187,33,18,19.91,23.06,19.1
hoodie,basic,7.0,budget,US,867,66,45,58,12.47,14.3,12.0
hoodie,basic,7.0,budget,US,1655,200,32,237,11.73,12.36,11.57
hoodie,basic,7.0,standard,US,1671,200,25,305,11.95,13.17,12.18
hoodie,premium,10.0,standard,US,1410,200,18,190,30.15,30.98,29.11
hoodie,premium,10.0,premium,CN,681,93,34,334,29.71,33.87,30.81
hoodie,basic,7.0,budget,CN,220,44,23,287,10.66,12.81,10.03
hoodie,basic,7.0,budget,US,1631,190,19,117,11.15,13.58,11.72
hoodie,premium,10.0,standard,CN,1324,200,35,180,26.46,28.47,25.42
hoodie,basic,7.0,budget,CN,1080,200,38,125,10.25,10.93,10.02
hoodie,mid,8.5,premium,MX,1879,200,41,264,21.85,22.1,20.78
hoodie,mid,8.5,standard,US,450,50,31,205,21.84,24.02,20.97
hoodie,mid,8.5,standard,CN,1908,200,21,293,17.62,19.16,17.38
hoodie,basic,7.0,standard,US,513,91,40,341,14.74,14.85,13.88
hoodie,basic,7.0,standard,CN,1718,200,35,229,11.57,13.24,10.78
hoodie,premium,10.0,premium,US,1318,78,22,324,37.06,39.61,34.4
hoodie,mid,8.5,standard,CN,662,145,9,364,17.26,21.94,17.87
hoodie,basic,7.0,budget,CN,1468,89,7,125,11.05,10.94,10.34
hoodie,mid,8.5,standard,US,1571,200,37,364,21.66,22.41,20.73
hoodie,premium,10.0,budget,CN,188,34,34,217,25.45,28.9,23.85
hoodie,basic,7.0,premium,CN,1933,199,39,274,13.49,15.47,13.25
hoodie,basic,7.0,premium,CN,1306,200,38,331,12.31,14.97,12.36
hoodie,mid,8.5,budget,CN,1814,200,36,322,15.62,19.18,15.17
hoodie,mid,8.5,premium,US,387,81,43,195,24.75,29.1,24.26
hoodie,premium,10.0,standard,CN,1892,171,15,266,27.84,30.81,26.23
hoodie,mid,8.5,standard,US,1100,121,8,24,21.14,24.95,19.71
hoodie,basic,7.0,standard,US,126,28,15,147,13.88,16.99,13.28
hoodie,basic,7.0,budget,CN,1676,158,28,105,10.2,11.75,10.34
hoodie,basic,7.0,budget,MX,1316,200,33,50,10.64,11.97,9.92
hoodie,basic,7.0,standard,CN,1003,60,27,119,11.19,12.82,11.13
hoodie,basic,7.0,standard,US,1187,165,38,206,13.85,15.89,14.2
hoodie,basic,7.0,standard,CN,599,116,14,190,11.75,13.83,10.97
hoodie,mid,8.5,standard,CN,647,104,43,314,16.22,21.15,16.92
hoodie,premium,10.0,budget,US,1593,185,9,173,29.51,35.08,28.07
hoodie,basic,7.0,premium,US,948,53,32,142,14.34,15.59,14.6
hoodie,basic,7.0,standard,CN,662,41,35,77,12.34,13.99,12.05
hoodie,mid,8.5,budget,MX,178,35,37,324,18.12,20.55,16.88
hoodie,premium,10.0,standard,US,388,27,13,267,29.94,33.0,28.09
hoodie,basic,7.0,standard,MX,1854,124,37,186,12.0,12.94,11.72
hoodie,basic,7.0,budget,CN,148,27,24,314,9.68,12.67,10.08
hoodie,mid,8.5,premium,US,678,46,32,214,22.74,27.28,23.77
hoodie,premium,10.0,standard,US,1436,196,39,237,31.81,37.71,30.29
hoodie,basic,7.0,standard,MX,1562,200,13,360,11.55,13.31,11.27
hoodie,basic,7.0,standard,CN,1810,200,12,266,11.61,11.65,11.09
hoodie,premium,10.0,premium,CN,1329,69,15,101,26.63,30.55,27.43
hoodie,basic,7.0,standard,CN,1761,190,19,14,10.36,12.95,10.89
hoodie,mid,8.5,standard,MX,106,14,25,230,19.73,20.18,18.86
hoodie,mid,8.5,standard,CN,1136,200,26,321,18.76,20.59,18.51
hoodie,mid,8.5,standard,US,40,12,44,86,20.41,21.23,20.11
hoodie,mid,8.5,standard,CN,787,192,38,286,18.62,19.74,17.54
hoodie,mid,8.5,premium,US,1841,200,7,310,21.5,27.72,22.01
hoodie,basic,7.0,budget,US,379,45,36,203,11.02,12.49,11.48
hoodie,basic,7.0,standard,US,1442,200,7,306,13.58,15.55,12.98
hoodie,basic,7.0,budget,US,1192,95,34,230,12.06,12.67,11.43
hoodie,basic,7.0,budget,CN,1162,93,39,44,10.22,12.18,10.4
hoodie,mid,8.5,standard,CN,1577,200,14,336,17.96,20.78,17.5
hoodie,mid,8.5,standard,CN,1260,124,21,327,17.19,20.31,17.62
hoodie,basic,7.0,standard,CN,1154,200,32,281,11.87,13.16,11.65
hoodie,basic,7.0,standard,US,1166,200,34,289,14.09,14.91,13.46
hoodie,basic,7.0,premium,CN,1325,200,22,259,12.72,15.29,12.55
hoodie,basic,7.0,budget,US,1261,194,31,278,12.47,15.2,12.03
hoodie,premium,10.0,budget,CN,1886,200,29,43,22.8,28.88,22.57
hoodie,basic,7.0,standard,CN,913,79,12,42,10.58,12.89,10.5
hoodie,premium,10.0,premium,US,1398,200,45,260,36.99,43.73,34.27
hoodie,basic,7.0,standard,MX,921,94,34,270,11.12,12.88,11.37
hoodie,mid,8.5,budget,CN,1394,188,23,85,14.82,17.09,15.48
hoodie,basic,7.0,premium,CN,1444,200,19,213,12.45,14.41,12.1
hoodie,mid,8.5,standard,US,191,17,44,168,20.85,24.09,21.25
hoodie,mid,8.5,budget,US,850,186,45,295,19.48,22.01,18.81
hoodie,basic,7.0,standard,CN,1157,200,26,130,10.92,11.85,10.47
hoodie,mid,8.5,standard,CN,80,13,44,275,20.97,25.2,20.48
hoodie,premium,10.0,standard,US,1820,200,8,181,26.65,28.59,27.06
hoodie,mid,8.5,standard,CN,482,57,45,263,19.48,20.41,18.49
hoodie,basic,7.0,budget,CN,1182,151,10,263,11.02,12.26,10.31
hoodie,basic,7.0,budget,MX,354,27,34,171,10.98,11.77,10.47
hoodie,basic,7.0,premium,CN,46,12,7,83,13.74,14.66,13.78
hoodie,mid,8.5,premium,CN,1673,200,37,237,19.07,22.43,19.97
hoodie,basic,7.0,budget,US,1159,145,45,360,13.28,14.49,12.4
hoodie,premium,10.0,budget,MX,1984,200,38,189,26.71,31.65,25.16
hoodie,mid,8.5,premium,US,774,120,29,305,23.85,27.94,23.24
hoodie,premium,10.0,premium,US,549,62,34,187,35.58,39.89,34.0
hoodie,mid,8.5,budget,CN,196,17,43,308,16.43,19.71,17.1
hoodie,mid,8.5,budget,US,1945,117,42,54,16.68,18.39,17.46
hoodie,mid,8.5,standard,CN,916,155,11,20,18.05,18.75,17.08
hoodie,premium,10.0,standard,US,155,32,40,262,29.6,35.41,30.68
hoodie,basic,7.0,budget,CN,794,131,45,131,9.65,11.09,9.96
hoodie,basic,7.0,standard,MX,1674,200,45,311,12.32,12.65,11.46
hoodie,mid,8.5,budget,CN,612,37,16,52,15.75,18.75,16.47
hoodie,basic,7.0,premium,CN,1548,110,13,90,13.41,16.03,13.13
hoodie,mid,8.5,standard,CN,564,97,42,48,18.39,23.72,18.66
hoodie,mid,8.5,budget,MX,1957,200,34,194,15.31,18.3,15.71
hoodie,mid,8.5,budget,US,1976,200,39,248,18.71,20.86,18.5
hoodie,basic,7.0,budget,CN,1781,200,10,204,10.38,12.51,10.48
hoodie,premium,10.0,standard,US,1784,123,21,185,29.14,33.06,29.1
hoodie,basic,7.0,premium,MX,1758,200,30,28,13.14,14.84,12.39
hoodie,mid,8.5,standard,CN,1017,160,43,122,17.36,20.78,17.16
hoodie,basic,7.0,budget,CN,1257,140,24,129,10.19,11.67,10.67
hoodie,premium,10.0,budget,CN,1644,200,43,212,21.11,23.91,22.17
hoodie,basic,7.0,standard,US,1625,169,11,171,11.94,13.26,12.43
hoodie,mid,8.5,budget,CN,919,165,15,134,15.06,18.47,15.45
hoodie,mid,8.5,standard,CN,1967,200,22,17,19.41,20.41,17.98
hoodie,basic,7.0,standard,US,1911,200,7,120,12.19,13.64,12.46
hoodie,premium,10.0,standard,US,566,99,30,227,32.58,39.87,32.55
hoodie,basic,7.0,standard,US,708,165,9,30,12.5,14.77,12.54
hoodie,mid,8.5,premium,US,1457,200,41,73,22.77,25.5,23.8
hoodie,basic,7.0,budget,CN,1138,200,28,246,9.69,10.05,9.47
hoodie,mid,8.5,standard,MX,1890,200,24,331,20.67,24.77,19.42
hoodie,premium,10.0,budget,US,1396,200,14,165,25.24,31.57,25.17
hoodie,mid,8.5,standard,MX,251,35,9,15,19.25,22.88,18.17
hoodie,basic,7.0,standard,US,766,82,27,355,13.96,15.88,13.28
hoodie,basic,7.0,standard,CN,1668,200,34,198,11.25,14.15,11.77
hoodie,basic,7.0,premium,CN,1658,126,42,66,11.96,13.98,12.29
hoodie,premium,10.0,standard,CN,659,113,13,283,25.81,31.08,26.59
hoodie,basic,7.0,standard,US,1125,200,30,119,13.7,14.14,13.23
hoodie,basic,7.0,standard,MX,428,50,14,69,12.29,14.03,12.1
hoodie,basic,7.0,standard,US,1725,200,19,242,12.16,15.34,12.5
hoodie,premium,10.0,standard,CN,1013,200,11,326,28.05,29.77,26.35
hoodie,mid,8.5,standard,US,1095,200,24,352,19.03,23.59,19.46
hoodie,basic,7.0,standard,US,1039,115,40,243,12.61,14.99,12.93
hoodie,mid,8.5,standard,CN,1552,200,33,188,19.66,23.68,19.15
hoodie,basic,7.0,budget,US,1864,183,25,148,12.18,13.15,11.85
hoodie,basic,7.0,standard,CN,1968,200,25,67,11.14,14.63,11.52
hoodie,basic,7.0,standard,CN,37,12,34,58,13.54,14.47,13.06
hoodie,premium,10.0,standard,CN,691,63,22,266,26.43,28.97,26.55
hoodie,basic,7.0,standard,US,1280,88,34,358,12.27,16.01,12.78
hoodie,basic,7.0,standard,CN,1859,200,24,17,10.39,12.01,10.81
hoodie,mid,8.5,standard,CN,56,12,38,70,20.11,23.55,18.72
hoodie,basic,7.0,standard,CN,227,24,29,181,11.43,13.63,11.73
hoodie,basic,7.0,standard,CN,1982,200,18,318,11.13,12.83,10.94
hoodie,basic,7.0,standard,CN,1837,117,41,173,11.12,12.72,10.48
hoodie,premium,10.0,standard,CN,72,15,45,30,30.81,32.01,28.75
hoodie,basic,7.0,budget,CN,1382,70,7,147,10.4,12.0,9.96
hoodie,mid,8.5,standard,US,1742,200,21,122,20.45,24.86,20.47
hoodie,basic,7.0,premium,CN,400,33,38,127,14.15,15.45,13.74
hoodie,basic,7.0,budget,CN,1902,200,9,183,9.64,12.27,9.86
hoodie,basic,7.0,standard,US,1370,200,23,315,14.16,16.3,13.17
hoodie,basic,7.0,budget,CN,1987,200,19,170,10.41,12.46,10.46
hoodie,basic,7.0,budget,CN,146,25,10,27,11.11,12.46,10.78
hoodie,mid,8.5,premium,CN,1459,164,23,349,20.62,25.71,20.87
hoodie,mid,8.5,premium,US,1461,131,30,228,22.77,28.51,23.81
hoodie,mid,8.5,standard,US,1917,200,18,233,19.67,22.85,19.02
hoodie,basic,7.0,standard,MX,442,53,36,325,12.13,14.92,12.45
hoodie,basic,7.0,standard,US,777,174,42,303,12.66,14.92,12.84
hoodie,basic,7.0,budget,US,936,132,32,201,11.95,15.32,12.31
hoodie,mid,8.5,standard,CN,1290,200,34,117,17.1,19.83,17.18
hoodie,basic,7.0,standard,US,185,15,11,139,14.06,16.24,13.41
hoodie,mid,8.5,standard,US,455,81,23,105,21.5,22.93,20.34
hoodie,mid,8.5,standard,CN,1570,200,25,302,19.2,20.32,18.42
hoodie,basic,7.0,standard,US,435,70,15,199,13.65,14.49,13.24
hoodie,basic,7.0,budget,US,1572,185,11,194,10.84,14.18,11.11
hoodie,mid,8.5,standard,CN,1765,95,34,286,17.67,18.33,16.9
hoodie,mid,8.5,standard,MX,1996,200,27,226,16.45,18.33,17.28
hoodie,premium,10.0,budget,MX,461,98,17,105,24.17,27.57,24.32
hoodie,basic,7.0,premium,US,880,148,21,83,14.36,17.7,14.05
hoodie,basic,7.0,premium,US,1940,160,21,335,13.66,15.73,14.16
hoodie,basic,7.0,standard,US,713,127,24,178,12.49,14.09,12.12
hoodie,premium,10.0,standard,US,1049,200,12,361,27.48,32.27,28.13
hoodie,basic,7.0,budget,US,383,73,32,111,13.11,14.26,12.45
hoodie,mid,8.5,budget,US,1493,190,43,110,19.6,22.96,19.45
hoodie,basic,7.0,budget,US,1147,80,25,188,11.05,13.99,10.95
hoodie,mid,8.5,standard,MX,1333,200,31,17,18.77,24.29,19.02
hoodie,mid,8.5,budget,CN,1278,200,41,235,16.98,18.72,15.76
hoodie,basic,7.0,standard,CN,1173,161,43,214,11.42,12.06,11.22
hoodie,mid,8.5,standard,CN,1841,200,43,162,18.54,21.18,17.55
hoodie,basic,7.0,budget,CN,505,122,12,320,10.01,11.74,10.41
hoodie,mid,8.5,premium,US,1089,200,20,245,22.06,24.58,22.59
hoodie,mid,8.5,budget,CN,1612,200,45,219,16.53,18.2,15.52
hoodie,mid,8.5,premium,US,575,53,12,211,22.11,27.99,23.06
hoodie,mid,8.5,standard,US,1762,200,26,329,20.03,22.78,18.69
hoodie,mid,8.5,budget,CN,436,28,28,195,15.9,17.59,16.59
hoodie,basic,7.0,budget,CN,1379,200,36,183,11.34,13.14,11.11
hoodie,basic,7.0,standard,US,949,162,28,280,13.04,14.41,13.26
hoodie,basic,7.0,standard,US,1600,186,13,100,13.51,15.41,13.43
hoodie,mid,8.5,standard,CN,1574,200,39,69,17.27,17.64,16.63
hoodie,mid,8.5,premium,US,1517,200,44,73,22.32,24.34,23.17
hoodie,mid,8.5,standard,US,54,12,22,359,21.4,25.19,20.74
hoodie,premium,10.0,standard,US,1886,176,33,144,29.89,32.66,30.21
hoodie,mid,8.5,standard,US,1457,200,18,160,21.9,25.91,21.3
hoodie,basic,7.0,budget,US,544,30,12,246,11.86,14.44,11.43
hoodie,mid,8.5,premium,US,1673,200,40,347,23.14,25.9,22.44
hoodie,mid,8.5,premium,US,1055,200,8,305,21.38,27.13,22.05
hoodie,mid,8.5,standard,US,1941,197,17,288,20.62,20.53,19.55
hoodie,basic,7.0,standard,CN,983,164,7,324,10.72,13.81,11.13
hoodie,basic,7.0,budget,US,985,116,20,134,11.95,15.04,12.49
hoodie,basic,7.0,budget,CN,1046,177,7,286,9.89,11.35,9.78
hoodie,basic,7.0,standard,CN,1599,197,36,58,11.39,12.84,11.93
hoodie,basic,7.0,budget,MX,40,12,18,186,10.37,12.89,10.52
hoodie,premium,10.0,budget,CN,1917,200,11,65,22.48,25.51,21.88
hoodie,mid,8.5,premium,US,1562,200,26,94,22.14,27.81,22.19
hoodie,basic,7.0,premium,MX,1284,71,20,342,13.72,15.46,12.79
hoodie,basic,7.0,budget,MX,1706,200,28,114,10.02,11.9,10.42
hoodie,basic,7.0,premium,US,425,49,26,180,14.36,16.9,14.12
hoodie,basic,7.0,premium,CN,1431,133,26,275,12.78,15.24,12.44
hoodie,mid,8.5,standard,CN,1245,200,29,238,16.8,21.05,16.45
hoodie,basic,7.0,budget,CN,1395,200,7,363,9.95,11.33,10.35
hoodie,mid,8.5,standard,US,1337,87,24,34,19.85,23.31,20.17
hoodie,basic,7.0,premium,CN,951,200,7,68,13.85,15.46,12.89
hoodie,mid,8.5,budget,CN,1797,95,29,78,17.03,18.9,16.56
hoodie,mid,8.5,standard,US,634,52,16,51,21.32,24.31,21.67
hoodie,basic,7.0,standard,MX,881,133,37,326,11.28,12.48,11.14
hoodie,mid,8.5,premium,CN,405,51,39,223,22.88,24.14,22.0
hoodie,basic,7.0,standard,CN,1173,200,42,83,12.14,12.06,11.48
hoodie,mid,8.5,standard,CN,1788,200,45,304,18.17,21.97,17.62
hoodie,basic,7.0,standard,CN,966,116,14,226,12.4,13.83,11.77
hoodie,mid,8.5,standard,CN,1440,115,8,228,17.77,20.65,17.5
hoodie,mid,8.5,budget,MX,1619,108,7,303,16.57,19.96,16.57
hoodie,basic,7.0,budget,CN,1827,160,28,245,10.5,13.25,10.57
hoodie,basic,7.0,budget,CN,137,29,21,160,11.49,13.05,10.7
hoodie,mid,8.5,premium,US,1529,98,18,39,23.53,28.62,22.75
hoodie,premium,10.0,standard,CN,1990,200,43,183,29.42,33.68,27.84
hoodie,basic,7.0,standard,US,1975,112,16,89,13.28,13.77,12.7
hoodie,basic,7.0,standard,MX,1408,171,13,75,11.59,14.37,11.24
hoodie,mid,8.5,standard,CN,986,200,22,291,17.7,20.05,17.32
hoodie,premium,10.0,premium,CN,1707,138,32,17,30.24,31.67,29.0
hoodie,mid,8.5,standard,US,1811,200,33,182,20.5,22.75,20.17
hoodie,basic,7.0,budget,CN,850,68,8,209,10.25,12.48,10.35
hoodie,mid,8.5,standard,CN,1682,200,14,314,18.2,20.07,17.18
hoodie,basic,7.0,budget,US,34,12,22,345,12.02,13.9,12.45
hoodie,basic,7.0,standard,CN,262,52,11,338,10.14,12.0,10.64
hoodie,basic,7.0,standard,MX,1974,200,28,41,12.03,15.17,12.19
hoodie,basic,7.0,budget,MX,1746,200,43,299,11.1,13.91,10.91
hoodie,mid,8.5,standard,CN,253,52,33,58,18.82,23.37,18.33
hoodie,premium,10.0,premium,CN,584,126,40,283,32.28,36.34,30.29
hoodie,basic,7.0,budget,CN,237,21,7,177,10.64,10.96,10.27
hoodie,basic,7.0,standard,US,350,29,28,321,14.11,16.24,13.17
hoodie,basic,7.0,standard,CN,1668,200,27,266,11.85,11.83,10.98
hoodie,basic,7.0,standard,CN,1488,200,39,154,12.05,13.83,11.6
hoodie,mid,8.5,budget,US,145,32,45,346,19.55,24.15,19.67
hoodie,premium,10.0,standard,CN,723,135,13,296,28.06,28.03,26.16
hoodie,basic,7.0,budget,CN,1593,200,22,186,10.42,11.58,10.15
hoodie,basic,7.0,standard,US,224,46,10,289,13.43,16.51,13.35
hoodie,basic,7.0,premium,CN,834,49,35,62,13.47,15.19,13.13
hoodie,premium,10.0,standard,CN,587,131,39,365,29.47,30.44,27.78
hoodie,premium,10.0,budget,US,1046,192,35,37,25.42,31.71,26.44
hoodie,mid,8.5,standard,CN,996,96,7,335,19.08,19.56,17.79
hoodie,mid,8.5,standard,MX,1742,200,26,336,18.43,23.38,19.16
hoodie,mid,8.5,budget,CN,1581,172,31,304,16.39,18.35,15.56
hoodie,basic,7.0,standard,CN,1737,200,8,60,10.77,13.03,10.72
hoodie,mid,8.5,budget,CN,761,39,23,67,16.8,17.9,16.28
hoodie,basic,7.0,standard,CN,824,52,7,212,10.84,13.59,11.25
hoodie,basic,7.0,standard,MX,1775,200,41,359,13.08,14.29,12.21
hoodie,basic,7.0,standard,US,1096,200,11,276,11.4,12.99,11.39
hoodie,basic,7.0,standard,CN,546,125,10,181,12.1,13.78,11.92
hoodie,basic,7.0,budget,MX,1193,157,19,346,10.92,13.65,11.26
hoodie,mid,8.5,standard,CN,1971,200,24,313,18.2,18.91,17.41
hoodie,basic,7.0,premium,CN,83,12,10,213,14.12,16.86,13.36
hoodie,basic,7.0,standard,CN,229,43,30,298,11.81,14.61,12.02
hoodie,mid,8.5,budget,CN,1671,185,9,201,14.36,18.77,14.94
hoodie,basic,7.0,standard,US,820,198,31,156,12.62,13.46,12.56
hoodie,mid,8.5,standard,US,254,62,14,85,21.29,22.54,20.99
hoodie,mid,8.5,budget,CN,716,125,43,112,16.12,17.16,15.7
hoodie,premium,10.0,standard,US,765,148,28,84,29.3,32.96,29.16
hoodie,mid,8.5,premium,CN,1821,177,29,324,18.28,22.34,19.12
hoodie,basic,7.0,standard,CN,1581,200,40,111,11.98,12.44,11.34
hoodie,premium,10.0,budget,CN,1259,200,38,290,25.71,25.99,24.73
hoodie,mid,8.5,budget,CN,1218,193,20,18,16.55,17.8,16.78
hoodie,mid,8.5,premium,CN,885,105,26,350,19.95,25.23,20.16
hoodie,basic,7.0,standard,CN,328,71,35,294,11.92,14.22,11.49
hoodie,mid,8.5,standard,CN,1275,78,36,322,18.32,18.98,17.81
hoodie,mid,8.5,standard,CN,253,38,19,281,18.35,22.81,18.64
hoodie,basic,7.0,budget,CN,1226,200,33,54,10.95,12.24,10.56
hoodie,basic,7.0,premium,CN,962,109,45,224,14.67,17.13,14.13
hoodie,premium,10.0,standard,MX,1435,182,13,197,26.31,30.59,26.05
hoodie,mid,8.5,standard,US,567,39,15,146,18.66,22.14,19.21
hoodie,mid,8.5,budget,MX,103,21,37,186,18.12,22.9,18.41
hoodie,mid,8.5,standard,CN,1975,200,41,286,19.23,20.72,17.99
hoodie,premium,10.0,standard,US,1794,98,21,307,26.61,35.04,27.77
hoodie,mid,8.5,budget,US,1818,152,13,137,17.94,20.9,17.4
hoodie,mid,8.5,standard,CN,1155,200,18,293,18.9,21.32,19.08
hoodie,basic,7.0,standard,CN,920,172,19,197,11.56,11.8,10.8
hoodie,basic,7.0,budget,CN,1900,181,10,270,10.75,11.47,10.23
